business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Notes
CA02,0140106408,WAL-M systems,2020-03-23,2020.0,2960622448.0,2020-03-19,20200320,20200319,2020-03-29,CAD,RV,1.0,,70849.19,20200319.0,CA10,2960622448.0,1,
U001,0200772670,ASSOCIAT systems,2020-03-13,2020.0,1930584267.0,2020-02-29,20200229,20200229,2020-03-15,USD,RV,1.0,,18775.91,20200229.0,NAU5,1930584267.0,1,
U001,0200769623,WAL-MAR llc,2020-05-19,2020.0,1930838067.0,2020-05-01,20200429,20200501,2020-05-16,USD,RV,1.0,,58590.86,20200501.0,NAH4,1930838067.0,1,
U001,200769623,WAL-MAR corp,2020-05-21,2020.0,1930884818.0,2020-05-11,20200510,20200511,2020-05-26,USD,RV,1.0,,1518.56,20200511.0,NAH4,1930884818.0,1,
U001,0200769623,WAL-MAR llc,2020-04-01,2020.0,1930643723.0,2020-03-14,20200312,20200314,2020-03-29,USD,RV,1.0,,1322.22,20200314.0,NAH4,1930643723.0,1,
U001,0200765011,MAINES co,2020-05-06,2020.0,1930819375.0,2020-04-23,20200423,20200423,2020-05-08,USD,RV,1.0,,10103.95,20200423.0,NAA8,1930819375.0,1,
U001,0200726979,BJ'S  in,2020-05-04,2020.0,1930801709.0,2020-04-19,20200418,20200419,2020-05-04,USD,RV,1.0,,61.69,20200419.0,NAA8,1930801709.0,1,
U001,200881076,ALBERT us,2020-06-03,2020.0,1930642145.0,2020-03-12,20200312,20200312,2020-05-16,USD,RV,1.0,,8460.66,20200312.0,NAGD,1930642145.0,1,
U001,0200744019,TARG llc,2020-04-10,2020.0,1930712069.0,2020-03-28,20200327,20200328,2020-04-12,USD,RV,1.0,,5926.93,20200328.0,NAA8,1930712069.0,1,
U001,200790107,ROU trust,2020-04-15,2020.0,1930718206.0,2020-03-31,20200329,20200331,2020-04-15,USD,RV,1.0,,16374.25,20200331.0,NAC6,1930718206.0,1,
U001,0200707822,PUBLI foundation,2020-05-01,2020.0,1930797613.0,2020-04-16,20200417,20200416,2020-05-01,USD,RV,1.0,,57111.65,20200416.0,NAA8,1930797613.0,1,
U001,0200769623,WAL-MAR us,2020-05-19,2020.0,1930850445.0,2020-05-03,20200502,20200503,2020-05-18,USD,RV,1.0,,14361.42,20200503.0,NAH4,1930850445.0,1,
U001,0200761734,H E BUT trust,2020-04-05,2020.0,1930682832.0,2020-03-22,20200321,20200322,2020-04-06,USD,RV,1.0,,14242.46,20200322.0,NAA8,1930682832.0,1,
U001,0100031704,DELHAIZE llc,2020-05-08,2020.0,1930813997.0,2020-04-22,20200422,20200422,2020-05-07,USD,RV,1.0,,1205.34,20200422.0,NAA8,1930813997.0,1,
U001,0200707822,PUBLI us,2020-04-10,2020.0,1930715729.0,2020-03-28,20200328,20200328,2020-04-12,USD,RV,1.0,,95651.61,20200328.0,NAA8,1930715729.0,1,
CA02,0140104429,COSTCO corp,2020-04-11,2020.0,2960625395.0,2020-04-03,20200403,20200403,2020-04-15,CAD,RV,1.0,,76352.49,20200405.0,CA10,2960625395.0,1,
U001,0200416837,DEC corp,2020-05-03,2020.0,1930753066.0,2020-04-06,20200406,20200406,2020-04-24,USD,RV,1.0,,210.12,20200401.0,NAM4,1930753066.0,1,
U001,0200769623,WAL-MAR systems,2020-04-06,2020.0,1930670746.0,2020-03-20,20200319,20200320,2020-04-04,USD,RV,1.0,,24350.4,20200320.0,NAH4,1930670746.0,1,
U001,0200769623,WAL-MAR trust,2020-03-24,2020.0,1930610411.0,2020-03-06,20200305,20200306,2020-03-21,USD,RV,1.0,,22130.81,20200306.0,NAH4,1930610411.0,1,
U001,0200769623,WAL-MAR foundation,2020-04-01,2020.0,1930647754.0,2020-03-14,20200313,20200314,2020-03-29,USD,RV,1.0,,6285.81,20200314.0,NAH4,1930647754.0,1,
U001,0200769623,WAL-MAR trust,2020-04-16,2020.0,1930711263.0,2020-03-29,20200328,20200329,2020-04-13,USD,RV,1.0,,34345.02,20200329.0,NAH4,1930711263.0,1,
U001,0200744019,TARG us,2020-04-15,2020.0,1930739329.0,2020-04-03,20200403,20200403,2020-04-18,USD,RV,1.0,,7167.23,20200403.0,NAA8,1930739329.0,1,
U001,200820380,SMITH'S associates,2020-05-17,2020.0,1930844460.0,2020-05-01,20200501,20200501,2020-05-16,USD,RV,1.0,,25205.74,20200501.0,NAA8,1930844460.0,1,
U001,0200707822,PUBLI us,2020-04-13,2020.0,1930718808.0,2020-03-29,20200329,20200329,2020-04-13,USD,RV,1.0,,73946.68,20200329.0,NAA8,1930718808.0,1,
U001,0200794332,COST co,2020-04-19,2020.0,1930739793.0,2020-04-06,20200403,20200406,2020-04-21,USD,RV,1.0,,8622.27,20200406.0,NAAX,1930739793.0,1,
U001,0200148860,DOLLA in,2020-05-05,2020.0,1930801458.0,2020-04-20,20200419,20200420,2020-05-05,USD,RV,1.0,,16671.06,20200420.0,NAA8,1930801458.0,1,
U001,0200762301,C&S WH co,2020-05-07,2020.0,1930611631.0,2020-03-06,20200306,20200306,2020-05-10,USD,RV,1.0,,4312.86,20200306.0,NAGD,1930611631.0,1,
U001,0200759878,SA trust,2020-04-27,2020.0,1930780783.0,2020-04-14,20200413,20200414,2020-04-29,USD,RV,1.0,,15718.48,20200414.0,NAH4,1930780783.0,1,
U001,0200726979,BJ'S  us,2020-04-17,2020.0,1930731627.0,2020-04-04,20200402,20200404,2020-04-19,USD,RV,1.0,,13681.7,20200404.0,NAA8,1930731627.0,1,
U001,0200769623,WAL-MAR ,2020-05-21,2020.0,1930845099.0,2020-05-02,20200501,20200502,2020-05-17,USD,RV,1.0,,17479.91,20200502.0,NAH4,1930845099.0,1,
U001,0200769623,WAL-MAR corporation,2020-04-20,2020.0,1930732106.0,2020-04-02,20200402,20200402,2020-04-17,USD,RV,1.0,,54952.9,20200402.0,NAH4,1930732106.0,1,
U001,0200418007,AM associates,2020-05-04,2020.0,1930802075.0,2020-04-20,20200420,20200420,2020-05-05,USD,RV,1.0,,38486.53,20200420.0,NAA8,1930802075.0,1,
U001,0200148860,DOLLA associates,2020-04-07,2020.0,1930682610.0,2020-03-23,20200321,20200323,2020-04-07,USD,RV,1.0,,14251.19,20200323.0,NAA8,1930682610.0,1,
U001,200773364,U R M  corporation,2020-05-12,2020.0,1930837611.0,2020-04-30,20200429,20200430,2020-05-15,USD,RV,1.0,,23804.48,20200430.0,NAA8,1930837611.0,1,
U001,0200780383,MEIJ in,2020-04-23,2020.0,1930758176.0,2020-04-08,20200407,20200408,2020-04-23,USD,RV,1.0,,142797.41,20200408.0,NAA8,1930758176.0,1,
U001,0200744019,TARG trust,2020-04-09,2020.0,1930704390.0,2020-03-27,20200326,20200327,2020-04-11,USD,RV,1.0,,18530.44,20200327.0,NAA8,1930704390.0,1,
U001,0200772670,ASSOCIAT us,2020-05-03,2020.0,1930800731.0,2020-04-18,20200418,20200418,2020-05-03,USD,RV,1.0,,107398.08,20200418.0,NAU5,1930800731.0,1,
U001,0200078795,H T H llc,2020-05-15,2020.0,1930861108.0,2020-05-05,20200505,20200505,2020-05-20,USD,RV,1.0,,1412.26,20200505.0,NAA8,1930861108.0,1,
U001,0200772670,ASSOCIAT in,2020-03-30,2020.0,1930664302.0,2020-03-17,20200317,20200317,2020-04-01,USD,RV,1.0,,50799.22,20200317.0,NAU5,1930664302.0,1,
U001,0200769623,WAL-MAR corp,2020-05-06,2020.0,1930794672.0,2020-04-18,20200416,20200418,2020-05-03,USD,RV,1.0,,11564.16,20200418.0,NAH4,1930794672.0,1,
U001,0200792734,MDV/ corporation,2020-04-12,2020.0,1930729851.0,2020-03-31,20200401,20200331,2020-04-15,USD,RV,1.0,,3565.17,20200331.0,NAA8,1930729851.0,1,
U001,0200769623,WAL-MAR co,2020-04-24,2020.0,1930749136.0,2020-04-07,20200404,20200407,2020-04-22,USD,RV,1.0,,54117.58,20200407.0,NAH4,1930749136.0,1,
U001,0200769623,WAL-MAR corporation,2020-05-09,2020.0,1930814422.0,2020-04-22,20200422,20200422,2020-05-07,USD,RV,1.0,,13025.45,20200422.0,NAH4,1930814422.0,1,
U001,0200769623,WAL-MAR corporation,2020-04-10,2020.0,1930682366.0,2020-03-22,20200321,20200322,2020-04-06,USD,RV,1.0,,46479.64,20200322.0,NAH4,1930682366.0,1,
U001,0200762301,C&S WH us,2020-04-24,2020.0,1930776902.0,2020-04-10,20200410,20200410,2020-04-25,USD,RV,1.0,,106531.84,20200410.0,NAC6,1930776902.0,1,
U001,0200418007,AM us,2020-05-02,2020.0,1930799733.0,2020-04-18,20200418,20200418,2020-05-03,USD,RV,1.0,,115686.29,20200418.0,NAA8,1930799733.0,1,
U001,0200769623,WAL-MAR corp,2020-05-15,2020.0,1930837441.0,2020-04-28,20200429,20200428,2020-05-13,USD,RV,1.0,,18890.65,20200428.0,NAH4,1930837441.0,1,
U001,0200776463,KROGE ,2020-05-10,2020.0,1930828731.0,2020-04-26,20200426,20200426,2020-05-11,USD,RV,1.0,,12186.92,20200426.0,NAA8,1930828731.0,1,
U001,0200769623,WAL-MAR corp,2020-04-23,2020.0,1930749624.0,2020-04-06,20200404,20200406,2020-04-21,USD,RV,1.0,,33355.46,20200406.0,NAH4,1930749624.0,1,
U001,200769623,WAL-MAR trust,2020-04-26,2020.0,1930758054.0,2020-04-07,20200407,20200407,2020-04-22,USD,RV,1.0,,37136.02,20200407.0,NAH4,1930758054.0,1,
U001,0200769623,WAL-MAR foundation,2020-03-22,2020.0,1930594101.0,2020-03-04,20200303,20200304,2020-03-19,USD,RV,1.0,,54.73,20200304.0,NAH4,1930594101.0,1,
U001,0200772670,ASSOCIAT in,2020-04-02,2020.0,1930673316.0,2020-03-19,20200319,20200319,2020-04-03,USD,RV,1.0,,93623.1,20200319.0,NAU5,1930673316.0,1,
U001,0200769623,WAL-MAR ,2020-04-20,2020.0,1930738687.0,2020-04-02,20200403,20200402,2020-04-17,USD,RV,1.0,,14196.52,20200402.0,NAH4,1930738687.0,1,
CA02,0140104423,METRO  corp,2020-03-14,2020.0,2960618271.0,2020-03-03,20200303,20200303,2020-03-14,CAD,RV,1.0,,11973.54,20200304.0,CA10,2960618271.0,1,
U001,0200726979,BJ'S  associates,2020-03-25,2020.0,1930628149.0,2020-03-10,20200310,20200310,2020-03-25,USD,RV,1.0,,195.57,20200310.0,NAA8,1930628149.0,1,
U001,0200772595,SAFEW corp,2020-04-11,2020.0,1930715368.0,2020-03-28,20200328,20200328,2020-04-12,USD,RV,1.0,,86295.17,20200328.0,NAA8,1930715368.0,1,
CA02,140106408,WAL-M in,2020-03-26,2020.0,2960623641.0,2020-03-25,20200325,20200325,2020-04-06,CAD,RV,1.0,,19234.2,20200327.0,CA10,2960623641.0,1,
U001,0200780383,MEIJ trust,2020-05-05,2020.0,1930814524.0,2020-04-21,20200422,20200421,2020-05-06,USD,RV,1.0,,34712.44,20200421.0,NAA8,1930814524.0,1,
U001,0200466603,SMITH'S llc,2020-04-28,2020.0,1930788704.0,2020-04-14,20200415,20200414,2020-04-29,USD,RV,1.0,,26993.52,20200414.0,NAA8,1930788704.0,1,
U001,200078795,H T H foundation,2020-05-17,2020.0,1930843936.0,2020-05-06,20200504,20200506,2020-05-21,USD,RV,1.0,,10234.92,20200506.0,NAA8,1930843936.0,1,
U001,0200002965,DECA us,2020-04-29,2020.0,1930861703.0,2020-05-06,20200506,20200506,2020-05-11,USD,RV,1.0,,86954.82,20200501.0,NAM2,1930861703.0,1,
U001,0200794332,COST in,2020-04-16,2020.0,1930717169.0,2020-03-31,20200329,20200331,2020-04-15,USD,RV,1.0,,14204.38,20200331.0,NAAX,1930717169.0,1,
U001,0200769623,WAL-MAR in,2020-04-30,2020.0,1930778047.0,2020-04-12,20200411,20200412,2020-04-27,USD,RV,1.0,,12702.92,20200412.0,NAH4,1930778047.0,1,
U001,0200769623,WAL-MAR ,2020-05-22,2020.0,1930859905.0,2020-05-05,20200505,20200505,2020-05-20,USD,RV,1.0,,49145.15,20200505.0,NAH4,1930859905.0,1,
U001,0200769623,WAL-MAR in,2020-05-13,2020.0,1930825526.0,2020-04-24,20200424,20200424,2020-05-09,USD,RV,1.0,,2298.38,20200424.0,NAH4,1930825526.0,1,
U001,0200772670,ASSOCIAT trust,2020-03-24,2020.0,1930628144.0,2020-03-09,20200310,20200309,2020-03-24,USD,RV,1.0,,60180.93,20200309.0,NAU5,1930628144.0,1,
CA02,0140106408,WAL-M ,2020-03-02,2020.0,2960616949.0,2020-02-28,20200228,20200228,2020-03-11,CAD,RV,1.0,,79246.16,20200301.0,CA10,2960616949.0,1,
U001,0200704045,RA foundation,2020-03-18,2020.0,1930598320.0,2020-03-03,20200304,20200303,2020-03-18,USD,RV,1.0,,24227.34,20200303.0,NAA8,1930598320.0,1,
U001,0200769623,WAL-MAR in,2020-04-09,2020.0,1930681137.0,2020-03-21,20200320,20200321,2020-04-05,USD,RV,1.0,,38164.12,20200321.0,NAH4,1930681137.0,1,
U001,0200759878,SA corp,2020-05-18,2020.0,1930856605.0,2020-05-05,20200504,20200505,2020-05-20,USD,RV,1.0,,38381.63,20200505.0,NAH4,1930856605.0,1,
U001,0200418007,AM co,2020-03-17,2020.0,1930586416.0,2020-03-02,20200301,20200302,2020-03-17,USD,RV,1.0,,87484.8,20200302.0,NAA8,1930586416.0,1,
U001,0200769623,WAL-MAR corp,2020-04-22,2020.0,1930739627.0,2020-04-03,20200403,20200403,2020-04-18,USD,RV,1.0,,43203.78,20200403.0,NAH4,1930739627.0,1,
U001,0200747369,SCHNU foundation,2020-04-17,2020.0,1930744315.0,2020-04-03,20200403,20200403,2020-04-18,USD,RV,1.0,,55606.61,20200403.0,NAA8,1930744315.0,1,
U001,0200759878,SA co,2020-03-17,2020.0,1930597272.0,2020-03-05,20200303,20200305,2020-03-20,USD,RV,1.0,,14379.8,20200305.0,NAH4,1930597272.0,1,
U001,0200726979,BJ'S  ,2020-03-26,2020.0,1930637816.0,2020-03-11,20200311,20200311,2020-03-26,USD,RV,1.0,,605.91,20200311.0,NAA8,1930637816.0,1,
U001,0200772595,SAFEW trust,2020-04-03,2020.0,1930668511.0,2020-03-20,20200318,20200320,2020-04-04,USD,RV,1.0,,79424.93,20200320.0,NAA8,1930668511.0,1,
U001,0200769623,WAL-MAR systems,2020-04-29,2020.0,1930773800.0,2020-04-11,20200410,20200411,2020-04-26,USD,RV,1.0,,7447.41,20200411.0,NAH4,1930773800.0,1,
U001,200936373,SUPE foundation,2020-04-08,2020.0,1930684845.0,2020-03-24,20200322,20200324,2020-04-08,USD,RV,1.0,,47579.89,20200324.0,NAA8,1930684845.0,1,
U001,0200337148,COAS ,2020-04-23,2020.0,1930765104.0,2020-04-10,20200408,20200410,2020-04-25,USD,RV,1.0,,66426.58,20200410.0,NAA8,1930765104.0,1,
CA02,0140104440,SO systems,2020-03-23,2020.0,2960621592.0,2020-03-19,20200319,20200319,2020-03-29,CAD,RV,1.0,,54675.31,20200319.0,CA10,2960621592.0,1,
U001,0200780383,MEIJ ,2020-04-08,2020.0,1930705235.0,2020-03-25,20200326,20200325,2020-04-09,USD,RV,1.0,,57965.41,20200325.0,NAA8,1930705235.0,1,
U001,0200769623,WAL-MAR trust,2020-04-08,2020.0,1930671832.0,2020-03-20,20200319,20200320,2020-04-04,USD,RV,1.0,,1898.9,20200320.0,NAH4,1930671832.0,1,
CA02,0140104429,COSTCO foundation,2020-03-21,2020.0,2960620125.0,2020-03-11,20200311,20200311,2020-03-23,CAD,RV,1.0,,5473.27,20200313.0,CA10,2960620125.0,1,
U001,200936373,SUPE co,2020-04-08,2020.0,1930692603.0,2020-03-24,20200324,20200324,2020-04-08,USD,RV,1.0,,136118.91,20200324.0,NAA8,1930692603.0,1,
U001,0200792734,MDV/ foundation,2020-03-24,2020.0,1930633885.0,2020-03-10,20200310,20200310,2020-03-25,USD,RV,1.0,,1080.8,20200310.0,NAA8,1930633885.0,1,
U001,0200726979,BJ'S  systems,2020-03-13,2020.0,1930574472.0,2020-02-27,20200226,20200227,2020-03-13,USD,RV,1.0,,338.26,20200227.0,NAA8,1930574472.0,1,
U001,0200769623,WAL-MAR trust,2020-05-09,2020.0,1930808663.0,2020-04-21,20200421,20200421,2020-05-06,USD,RV,1.0,,12289.37,20200421.0,NAH4,1930808663.0,1,
U001,0200726979,BJ'S  foundation,2020-03-13,2020.0,1930571910.0,2020-02-27,20200226,20200227,2020-03-13,USD,RV,1.0,,694.6,20200227.0,NAA8,1930571910.0,1,
U001,0200705372,FR ,2020-05-14,2020.0,1930843550.0,2020-05-01,20200430,20200501,2020-05-16,USD,RV,1.0,,61447.98,20200501.0,NAA8,1930843550.0,1,
U001,0200729942,SA corporation,2020-05-06,2020.0,1930809512.0,2020-04-21,20200421,20200421,2020-05-06,USD,RV,1.0,,51394.14,20200421.0,NAA8,1930809512.0,1,
U001,0200020431,DEC us,2020-04-03,2020.0,1930599536.0,2020-03-04,20200304,20200304,2020-03-24,USD,RV,1.0,,12910.28,20200301.0,NAM4,1930599536.0,1,
U001,0200732755,KROGER foundation,2020-03-15,2020.0,1930582419.0,2020-02-29,20200228,20200229,2020-03-15,USD,RV,1.0,,45573.65,20200229.0,NAA8,1930582419.0,1,
U001,0200769623,WAL-MAR foundation,2020-04-22,2020.0,1930748937.0,2020-04-06,20200404,20200406,2020-04-21,USD,RV,1.0,,1329.23,20200406.0,NAH4,1930748937.0,1,
U001,0200705742,DOT corp,2020-05-23,2020.0,1930740284.0,2020-04-03,20200403,20200403,2020-05-07,USD,RV,1.0,,3799.42,20200403.0,NAAW,1930740284.0,1,
U001,0200719300,SYSTEMS systems,2020-03-17,2020.0,1930587820.0,2020-03-03,20200302,20200303,2020-03-18,USD,RV,1.0,,5561.95,20200303.0,NAA8,1930587820.0,1,
U001,0200769623,WAL-MAR llc,2020-04-11,2020.0,1930706309.0,2020-03-26,20200326,20200326,2020-04-10,USD,RV,1.0,,10921.35,20200326.0,NAH4,1930706309.0,1,
U001,0200148860,DOLLA trust,2020-03-20,2020.0,1930600181.0,2020-03-05,20200304,20200305,2020-03-20,USD,RV,1.0,,104765.84,20200305.0,NAA8,1930600181.0,1,
U001,0200794332,COST llc,2020-04-11,2020.0,1930705010.0,2020-03-26,20200326,20200326,2020-04-10,USD,RV,1.0,,14204.38,20200326.0,NAAX,1930705010.0,1,
U001,0200230690,DECA co,2020-04-07,2020.0,1930740718.0,2020-04-03,20200403,20200403,2020-04-08,USD,RV,1.0,,2246.8,20200401.0,NAM1,1930740718.0,1,
U001,0200769623,WAL-MAR foundation,2020-04-29,2020.0,1930775842.0,2020-04-12,20200410,20200412,2020-04-27,USD,RV,1.0,,5792.93,20200412.0,NAH4,1930775842.0,1,
U001,200769623,WAL-MAR in,2020-05-21,2020.0,1930850897.0,2020-05-03,20200502,20200503,2020-05-18,USD,RV,1.0,,1232.46,20200503.0,NAH4,1930850897.0,1,
U001,0200772670,ASSOCIAT systems,2020-04-29,2020.0,1930787751.0,2020-04-14,20200415,20200414,2020-04-29,USD,RV,1.0,,20194.87,20200414.0,NAU5,1930787751.0,1,
U001,0200794332,COST co,2020-03-27,2020.0,1930637223.0,2020-03-12,20200311,20200312,2020-03-27,USD,RV,1.0,,75333.4,20200312.0,NAAX,1930637223.0,1,
U001,0200769623,WAL-MAR llc,2020-04-16,2020.0,1930719989.0,2020-03-31,20200330,20200331,2020-04-15,USD,RV,1.0,,1991.84,20200331.0,NAH4,1930719989.0,1,
U001,0200769623,WAL-MAR ,2020-03-11,2020.0,1930567790.0,2020-02-27,20200225,20200227,2020-03-13,USD,RV,1.0,,835.38,20200227.0,NAH4,1930567790.0,1,
U001,0200439158,POST  in,2020-05-21,2020.0,1930891087.0,2020-05-07,20200512,20200507,2020-05-22,USD,RV,1.0,,33942.0,20200507.0,NAA8,1930891087.0,1,
CA02,140105686,SYSC corp,2020-05-15,2020.0,2960631156.0,2020-04-30,20200430,20200430,2020-05-17,CAD,RV,1.0,,3787.2,20200507.0,CA10,2960631156.0,1,
U001,0200769623,WAL-MAR foundation,2020-04-18,2020.0,1930725912.0,2020-03-31,20200331,20200331,2020-04-15,USD,RV,1.0,,44836.7,20200331.0,NAH4,1930725912.0,1,
U001,0200776463,KROGE in,2020-05-07,2020.0,1930814676.0,2020-04-22,20200422,20200422,2020-05-07,USD,RV,1.0,,45962.79,20200422.0,NAA8,1930814676.0,1,
U001,0200769623,WAL-MAR corp,2020-04-17,2020.0,1930720234.0,2020-03-31,20200330,20200331,2020-04-15,USD,RV,1.0,,15482.3,20200331.0,NAH4,1930720234.0,1,
U001,0200466603,SMITH'S ,2020-03-29,2020.0,1930642921.0,2020-03-13,20200312,20200313,2020-03-28,USD,RV,1.0,,19961.04,20200313.0,NAA8,1930642921.0,1,
U001,0200704045,RA corp,2020-05-17,2020.0,1930855338.0,2020-05-04,20200504,20200504,2020-05-19,USD,RV,1.0,,1522.82,20200504.0,NAA8,1930855338.0,1,
U001,0100054867,CTI A foundation,2020-03-27,2020.0,1930635635.0,2020-03-13,20200311,20200313,2020-03-28,USD,RV,1.0,,92259.0,20200313.0,NAA8,1930635635.0,1,
U001,0200705089,JETR foundation,2020-04-20,2020.0,1930753476.0,2020-04-07,20200406,20200407,2020-04-22,USD,RV,1.0,,8193.52,20200407.0,NAA8,1930753476.0,1,
U001,0200748108,KROGER llc,2020-03-29,2020.0,1930653538.0,2020-03-15,20200315,20200315,2020-03-30,USD,RV,1.0,,129113.69,20200315.0,NAA8,1930653538.0,1,
U001,0200689451,PORK co,2020-03-10,2020.0,1930580510.0,2020-02-28,20200227,20200228,2020-03-14,USD,RV,1.0,,116203.33,20200228.0,NAA8,1930580510.0,1,
U001,0100043948,AMERIC corp,2020-05-28,2020.0,1930856547.0,2020-05-13,20200504,20200513,2020-05-28,USD,RV,1.0,,19423.95,20200513.0,NAA8,1930856547.0,1,
U001,0200769623,WAL-MAR llc,2020-03-28,2020.0,1930611716.0,2020-03-08,20200306,20200308,2020-03-23,USD,RV,1.0,,58307.89,20200308.0,NAH4,1930611716.0,1,
U001,0200743129,BROOKS foundation,2020-04-26,2020.0,1930779330.0,2020-04-12,20200412,20200412,2020-04-27,USD,RV,1.0,,118342.73,20200412.0,NAA8,1930779330.0,1,
U001,0200704858,WAKE systems,2020-04-05,2020.0,1930671907.0,2020-03-21,20200319,20200321,2020-04-05,USD,RV,1.0,,22265.18,20200321.0,NAA8,1930671907.0,1,
U001,0200793830,M us,2020-06-04,2020.0,1930675551.0,2020-03-20,20200320,20200320,2020-05-24,USD,RV,1.0,,11590.42,20200320.0,NAGD,1930675551.0,1,
U001,0200763229,MAINES corporation,2020-05-08,2020.0,1930821440.0,2020-04-23,20200423,20200423,2020-05-08,USD,RV,1.0,,17101.32,20200423.0,NAA8,1930821440.0,1,
U001,0200936373,SUPE ,2020-04-13,2020.0,1930714218.0,2020-03-30,20200328,20200330,2020-04-14,USD,RV,1.0,,14983.37,20200330.0,NAA8,1930714218.0,1,
CA02,0140104225,SAVE-ON- ,2020-03-23,2020.0,2960619387.0,2020-03-12,20200312,20200312,2020-03-23,CAD,RV,1.0,,76582.89,20200313.0,CA10,2960619387.0,1,
U001,0200726979,BJ'S  systems,2020-03-26,2020.0,1930635261.0,2020-03-11,20200311,20200311,2020-03-26,USD,RV,1.0,,1578.61,20200311.0,NAA8,1930635261.0,1,
U001,0200729942,SA co,2020-04-19,2020.0,1930759539.0,2020-04-07,20200407,20200407,2020-04-22,USD,RV,1.0,,607.11,20200407.0,NAA8,1930759539.0,1,
U001,0200794332,COST foundation,2020-03-15,2020.0,1930580411.0,2020-02-28,20200227,20200228,2020-03-14,USD,RV,1.0,,5724.08,20200228.0,NAAX,1930580411.0,1,
U001,0200759878,SA in,2020-04-26,2020.0,1930780161.0,2020-04-13,20200412,20200413,2020-04-28,USD,RV,1.0,,127426.96,20200413.0,NAH4,1930780161.0,1,
CA02,0140105357,CINNAR systems,2020-05-07,2020.0,2960630027.0,2020-04-21,20200421,20200421,2020-05-09,CAD,RV,1.0,,13580.0,20200429.0,CA10,2960630027.0,1,
CA02,0140104552,THE NO associates,2020-04-01,2020.0,2960621140.0,2020-03-16,20200316,20200316,2020-04-02,CAD,RV,1.0,,111642.8,20200323.0,CA10,2960621140.0,1,
U001,0100004536,BAS us,2020-05-06,2020.0,1930789995.0,2020-04-21,20200416,20200421,2020-05-06,USD,RV,1.0,,3702.51,20200421.0,NAA8,1930789995.0,1,
U001,0200769623,WAL-MAR us,2020-04-23,2020.0,1930752435.0,2020-04-06,20200406,20200406,2020-04-21,USD,RV,1.0,,32093.78,20200406.0,NAH4,1930752435.0,1,
U001,0100031704,DELHAIZE foundation,2020-03-10,2020.0,1930582513.0,2020-02-28,20200228,20200228,2020-03-14,USD,RV,1.0,,109950.64,20200228.0,NAA8,1930582513.0,1,
U001,0200769623,WAL-MAR systems,2020-04-08,2020.0,1930691252.0,2020-03-24,20200324,20200324,2020-04-08,USD,RV,1.0,,1898.2,20200324.0,NAH4,1930691252.0,1,
U001,0200769623,WAL-MAR llc,2020-05-22,2020.0,1930856635.0,2020-05-04,20200504,20200504,2020-05-19,USD,RV,1.0,,23589.96,20200504.0,NAH4,1930856635.0,1,
U001,0200774000,RALEY trust,2020-05-06,2020.0,1930814182.0,2020-04-22,20200422,20200422,2020-05-07,USD,RV,1.0,,82708.54,20200422.0,NAA8,1930814182.0,1,
CA02,0140104229,A & W F systems,2020-03-23,2020.0,2960620068.0,2020-03-15,20200315,20200315,2020-03-25,CAD,RV,1.0,,1537.65,20200315.0,CA10,2960620068.0,1,
U001,0200714710,SYSCO  co,2020-04-17,2020.0,1930627834.0,2020-03-12,20200310,20200312,2020-04-13,USD,RV,1.0,,510.31,20200312.0,NA32,1930627834.0,1,
U001,0200726979,BJ'S  foundation,2020-03-26,2020.0,1930637234.0,2020-03-11,20200311,20200311,2020-03-26,USD,RV,1.0,,472.96,20200311.0,NAA8,1930637234.0,1,
CA02,0140104423,METRO  llc,2020-03-28,2020.0,2960621093.0,2020-03-18,20200318,20200318,2020-03-30,CAD,RV,1.0,,76268.59,20200320.0,CA10,2960621093.0,1,
U001,0200780383,MEIJ corporation,2020-04-07,2020.0,1930691805.0,2020-03-25,20200324,20200325,2020-04-09,USD,RV,1.0,,92076.41,20200325.0,NAA8,1930691805.0,1,
U001,0200752302,KROGER in,2020-03-26,2020.0,1930641693.0,2020-03-11,20200312,20200311,2020-03-26,USD,RV,1.0,,71171.2,20200311.0,NAA8,1930641693.0,1,
U001,0200769623,WAL-MAR corp,2020-04-15,2020.0,1930718501.0,2020-03-29,20200329,20200329,2020-04-13,USD,RV,1.0,,4696.19,20200329.0,NAH4,1930718501.0,1,
U001,0200776463,KROGE us,2020-03-26,2020.0,1930637865.0,2020-03-11,20200311,20200311,2020-03-26,USD,RV,1.0,,51812.02,20200311.0,NAA8,1930637865.0,1,
U001,0200794332,COST trust,2020-03-17,2020.0,1930586861.0,2020-03-02,20200302,20200302,2020-03-17,USD,RV,1.0,,124602.39,20200302.0,NAAX,1930586861.0,1,
U001,0100055500,ATLAS W corp,2020-03-31,2020.0,1930670949.0,2020-03-20,20200319,20200320,2020-04-04,USD,RV,1.0,,18989.3,20200320.0,NAA8,1930670949.0,1,
CA02,0140104229,A & W F associates,2020-03-14,2020.0,2960618465.0,2020-03-06,20200306,20200306,2020-03-16,CAD,RV,1.0,,1845.18,20200306.0,CA10,2960618465.0,1,
U001,0200762301,C&S WH corporation,2020-05-08,2020.0,1930818692.0,2020-04-23,20200423,20200423,2020-05-08,USD,RV,1.0,,102132.76,20200423.0,NAC6,1930818692.0,1,
